rotation_speed,vibration,temperature,pressure,flow_rate,voltage,current,is_normal 
10854.0,2.05,75.0,550.0,70.03,379.99,9.98,True
9158.0,2.06,75.09,550.04,70.06,379.92,9.97,True
9817.0,1.93,75.02,550.04,70.08,380.06,9.92,True
10279.0,1.95,75.0,549.98,70.0,380.06,10.03,True
10895.0,1.99,75.09,550.01,69.97,379.96,10.0,True
9510.0,1.99,74.94,550.07,69.98,380.03,10.07,True
10193.0,1.97,75.02,550.09,69.96,380.09,9.99,True
9259.0,2.03,74.96,549.98,69.9,380.04,9.9,True
9919.0,2.02,74.95,549.99,69.91,380.09,9.91,True
9239.0,1.91,74.97,549.9,69.98,379.95,10.09,True
9514.0,2.0,74.9,549.93,69.91,379.97,9.94,True
9298.0,1.95,74.94,549.99,69.96,380.09,9.97,True
4720.0,1.51,74.88,549.8299999999999,69.91,379.96000000000004,9.95,False
9380.0,2.01,75.03,549.94,70.02,379.93,10.07,True
10753.0,1.91,74.98,549.96,70.09,379.97,9.95,True
10807.0,1.98,74.9,550.03,69.92,379.98,9.99,True
10514.0,2.01,75.01,550.01,69.98,379.97,10.06,True
9666.0,1.97,74.92,549.95,70.02,380.04,9.9,True
10150.0,1.93,74.92,550.08,69.9,379.96,9.92,True
9013.0,1.97,74.94,549.94,70.0,379.95,9.99,True
10892.0,2.05,74.9,549.91,70.06,379.93,10.06,True
10875.0,2.07,74.97,549.9,70.0,379.9,9.98,True
9471.0,1.9,75.03,549.93,70.03,379.92,10.05,True
10480.0,2.08,75.06,549.94,70.08,379.92,9.92,True
9947.0,2.08,74.95,549.98,70.08,379.99,10.08,True
9074.0,1.99,75.04,550.07,69.97,379.96,10.07,True
15597.0,2.27,74.97,550.0600000000001,70.09,380.10999999999996,10.030000000000001,False
9216.0,2.01,74.91,549.98,70.02,380.08,9.94,True
10600.0,1.94,74.97,550.03,70.02,380.02,10.04,True
9994.0,2.05,74.9,549.96,70.09,379.98,9.97,True
10919.0,2.03,75.08,549.92,69.99,379.97,10.02,True
10416.0,1.98,74.96,550.07,70.02,379.95,10.09,True
10526.0,1.92,75.09,549.93,70.05,380.06,9.92,True
10617.0,1.94,75.03,550.02,69.9,379.91,10.09,True
9877.0,2.07,75.01,550.09,69.95,379.97,10.07,True
16028.0,2.6799999999999997,75.03,549.98,70.11,380.08,10.11,False
10649.0,2.02,74.92,550.09,70.02,380.07,9.94,True
10597.0,1.92,74.99,549.9,70.07,379.95,9.99,True
10379.0,1.98,74.94,549.95,69.98,380.01,10.0,True
9971.0,1.9,75.01,549.99,70.08,380.01,9.91,True
10398.0,2.05,75.0,549.96,69.92,380.08,10.04,True
9404.0,1.97,75.08,549.97,70.03,379.93,10.07,True
9962.0,1.92,74.99,550.03,69.91,380.05,10.04,True
10025.0,1.94,74.94,549.9,70.04,379.93,10.02,True
10466.0,1.94,74.92,550.06,69.96,379.91,9.91,True
9995.0,2.03,74.99,550.08,69.92,380.03,10.08,True
9362.0,2.01,74.96,549.91,70.01,379.98,10.09,True
10846.0,2.0,74.91,549.96,69.93,380.01,10.06,True
10287.0,2.04,75.02,549.95,70.02,379.99,9.97,True
10662.0,1.91,74.91,549.99,69.99,380.05,9.9,True
2859.0,1.0599999999999998,74.87,549.93,69.91,379.92,9.85,False
9930.0,2.07,75.0,550.04,70.09,380.04,10.0,True
10543.0,2.07,74.9,549.97,70.05,379.96,10.05,True
13768.0,2.81,75.09,550.0699999999999,70.1,380.08,10.040000000000001,False
10397.0,2.02,74.98,549.93,70.08,379.98,9.96,True
19513.0,2.8,74.97,550.1600000000001,70.04,380.06,10.020000000000001,False
8009.0,1.1400000000000001,74.97,549.9100000000001,69.94000000000001,379.85,9.92,False
10933.0,2.07,74.95,550.03,69.92,380.0,9.96,True
9555.0,1.93,75.03,549.94,69.98,379.93,10.02,True
10905.0,2.0,74.97,549.92,70.03,380.06,10.0,True
9844.0,1.95,75.04,549.99,70.09,380.07,10.08,True
9425.0,2.04,75.06,549.94,70.04,380.0,9.95,True
9885.0,1.99,75.08,550.03,69.97,380.09,9.98,True
9149.0,1.9,75.01,550.09,69.9,379.92,10.01,True
10409.0,1.93,75.02,549.99,69.94,379.95,10.03,True
16025.0,2.81,75.06,550.05,70.12,380.04999999999995,10.09,False
9911.0,2.03,75.07,550.09,69.97,379.99,9.95,True
10965.0,1.97,74.92,549.91,70.04,379.93,9.94,True
9336.0,1.95,75.09,549.92,69.96,380.09,9.91,True
10477.0,1.96,74.9,549.94,70.08,380.04,10.01,True
9670.0,1.96,74.94,549.98,69.99,380.02,9.98,True
10314.0,2.01,74.97,549.92,70.05,380.04,10.03,True
10421.0,1.93,74.93,549.93,69.94,379.91,10.0,True
9955.0,1.95,75.05,550.06,70.04,380.01,9.9,True
9867.0,1.94,75.08,550.02,69.95,380.01,10.01,True
10236.0,1.9,74.96,549.9,70.01,380.08,10.09,True
10165.0,1.9,74.93,549.9,69.94,380.03,10.01,True
9199.0,2.03,75.07,550.06,69.95,379.96,9.93,True
12017.0,2.25,75.1,550.0999999999999,70.05,380.14,9.99,False
9012.0,1.94,75.03,549.9,69.99,379.93,9.91,True
15021.0,2.91,75.14,549.9599999999999,70.03999999999999,380.07,10.01,False
9909.0,2.01,74.99,549.92,70.01,379.97,10.07,True
9553.0,2.03,74.91,550.09,69.97,380.03,10.08,True
8231.0,1.68,74.81,549.87,69.95,379.99,9.97,False
9314.0,2.01,74.91,549.99,70.05,379.92,10.09,True
10531.0,2.08,75.02,549.97,69.92,380.01,10.06,True
9186.0,1.91,74.92,550.06,70.01,380.01,10.01,True
9071.0,1.94,75.09,550.04,69.93,380.07,10.0,True
9634.0,1.98,74.95,550.0,69.98,380.09,10.06,True
10814.0,2.08,75.09,550.01,69.99,380.07,9.94,True
9530.0,2.01,74.92,550.09,69.92,379.98,10.04,True
9369.0,1.99,75.08,550.05,69.9,379.9,9.9,True
9628.0,2.06,75.03,550.07,70.07,379.97,10.09,True
9516.0,1.94,74.96,550.01,69.99,379.91,10.04,True
10843.0,2.07,74.95,550.06,70.07,379.94,9.94,True
10412.0,2.06,74.94,549.9,70.08,379.98,10.0,True
9592.0,2.0,74.94,550.02,69.9,379.95,9.92,True
10597.0,1.93,74.97,550.01,70.06,379.93,9.95,True
6373.0,1.33,74.84,549.9599999999999,69.86000000000001,379.82,9.93,False
10389.0,2.04,75.05,549.99,69.91,379.95,9.96,True
16425.0,3.04,75.03999999999999,550.12,70.02,380.08,10.06,False
10681.0,1.9,75.07,550.01,70.06,380.04,10.04,True
1865.0,1.24,74.9,549.8199999999999,69.81,379.85,10.01,False
10661.0,2.01,74.91,549.99,69.96,380.07,9.99,True
10032.0,2.07,74.95,550.01,69.95,379.97,10.01,True
10628.0,1.96,75.02,549.92,70.01,379.99,10.0,True
9462.0,1.9,74.97,550.09,69.95,379.94,9.96,True
10244.0,2.06,74.95,549.96,69.9,380.09,10.09,True
10952.0,2.06,74.94,549.98,69.9,380.04,9.96,True
10381.0,2.02,75.05,549.93,69.9,380.04,10.01,True
10058.0,1.98,75.02,549.99,70.08,380.01,10.03,True
9767.0,1.91,74.9,549.93,70.02,379.96,9.97,True
9001.0,1.91,74.98,549.9,69.93,379.95,9.94,True
9334.0,1.9,75.02,549.99,69.98,379.9,10.07,True
9096.0,2.03,75.03,549.93,70.01,380.09,10.05,True
5223.0,1.69,74.83,549.81,69.86,380.0,9.88,False
9002.0,1.94,75.0,550.02,69.91,380.03,9.9,True
2541.0,1.47,74.95,549.91,69.80000000000001,379.92,9.89,False
9156.0,2.04,75.08,549.94,69.98,380.09,9.92,True
10091.0,2.0,75.05,550.02,69.97,380.06,10.09,True
10694.0,1.92,74.95,549.91,70.09,380.04,10.07,True
6903.0,1.6,74.99,549.91,70.0,379.94,9.97,False
10616.0,1.96,74.93,550.01,69.98,379.95,9.92,True
9575.0,1.99,74.9,549.99,70.06,379.91,9.99,True
9979.0,1.93,75.0,549.99,70.07,380.0,9.98,True
9793.0,2.02,75.09,549.97,70.01,379.91,10.05,True
10994.0,2.08,75.09,550.05,70.03,380.01,9.92,True
10284.0,2.06,74.97,550.05,70.08,379.96,10.06,True
9359.0,1.94,75.04,550.07,69.98,379.91,10.01,True
10879.0,2.09,74.99,549.91,69.92,380.04,9.98,True
15483.0,2.87,75.01,550.0300000000001,70.10000000000001,380.13,10.13,False
9898.0,1.9,74.96,549.99,70.0,380.0,10.05,True
9752.0,1.94,74.92,550.02,69.96,380.07,10.01,True
373.0,1.8800000000000001,74.94000000000001,549.93,70.0,379.79999999999995,10.01,False
9671.0,2.08,75.03,549.97,70.06,380.07,10.05,True
9203.0,2.07,74.95,550.03,69.92,380.05,10.0,True
9901.0,2.05,74.98,549.96,70.08,379.91,10.04,True
9724.0,2.03,74.98,550.08,70.02,380.0,9.99,True
9900.0,1.9,74.92,550.01,70.05,379.97,10.02,True
10800.0,2.01,74.98,549.95,70.06,379.92,9.98,True
10576.0,1.99,75.09,550.02,69.92,380.03,9.93,True
10138.0,1.93,74.96,549.93,69.98,380.06,9.96,True
10539.0,2.06,75.03,550.05,70.03,379.91,9.97,True
5652.0,1.68,74.84,549.9699999999999,69.88000000000001,379.95000000000005,9.98,False
10495.0,1.9,75.06,549.99,70.04,379.94,9.94,True
9583.0,2.05,75.03,549.98,70.06,379.96,10.08,True
10399.0,2.02,75.07,549.9,70.05,379.96,10.02,True
9307.0,1.97,75.07,549.99,69.93,379.92,9.96,True
10781.0,1.98,75.04,550.02,70.07,379.94,10.06,True
10901.0,1.9,74.91,549.9,70.09,380.08,9.93,True
9783.0,2.09,75.02,550.04,70.03,379.96,9.9,True
10706.0,1.93,74.99,549.98,70.02,379.96,10.0,True
9620.0,1.95,75.01,549.92,70.0,380.04,10.0,True
9599.0,2.02,75.06,550.03,69.95,380.07,10.0,True
10289.0,1.96,75.06,549.99,70.08,380.03,10.09,True
9023.0,1.95,75.05,549.94,69.93,379.95,10.06,True
10179.0,1.91,74.9,550.06,70.03,380.03,10.06,True
10637.0,2.05,75.0,549.97,70.09,379.96,10.06,True
10798.0,2.04,75.0,550.08,70.07,380.09,10.0,True
9493.0,1.93,74.98,549.91,69.99,379.92,10.04,True
9876.0,1.95,75.07,550.09,70.0,380.0,9.93,True
10695.0,1.98,75.01,549.91,70.04,379.98,9.92,True
10470.0,1.99,75.03,549.9,70.04,379.92,10.04,True
9695.0,1.93,75.09,550.0,69.9,380.07,9.98,True
9885.0,1.91,75.03,549.98,70.02,379.93,10.0,True
9823.0,1.98,74.97,549.93,70.06,379.99,9.94,True
5730.0,1.42,74.9,550.02,70.0,379.88,9.93,False
9599.0,1.99,74.97,549.91,70.05,379.9,9.96,True
10545.0,1.99,74.91,550.01,70.07,380.08,10.07,True
10897.0,1.9,75.04,550.08,70.08,380.0,9.99,True
3730.0,1.52,74.97000000000001,549.99,69.82000000000001,380.03,9.84,False
18261.0,2.23,74.97,550.14,70.08,380.03999999999996,10.06,False
9944.0,2.09,74.99,550.02,70.03,380.04,9.94,True
10007.0,2.08,75.06,549.95,69.94,380.05,10.05,True
9087.0,1.96,75.09,549.97,70.01,380.06,10.05,True
9943.0,2.02,74.98,550.05,69.9,379.93,10.02,True
153.0,1.15,74.99000000000001,549.94,69.92,379.81,9.86,False
9744.0,2.0,74.94,549.9,69.93,380.05,10.07,True
9420.0,1.95,74.96,549.97,69.96,379.9,10.07,True
9238.0,2.07,75.05,549.93,70.03,379.95,10.09,True
966.0,1.33,74.87,549.9499999999999,69.88000000000001,379.88,9.83,False
10499.0,2.02,75.03,550.04,69.99,380.04,10.03,True
9681.0,2.09,74.91,549.91,69.96,380.02,10.07,True
9731.0,1.94,74.94,549.96,70.01,379.95,10.09,True
9785.0,1.95,74.94,549.91,69.92,380.01,10.02,True
10504.0,1.99,74.96,549.92,69.9,379.94,9.98,True
10320.0,2.07,75.04,550.04,69.92,379.94,10.04,True
10535.0,2.06,75.05,550.01,70.06,379.98,10.04,True
9230.0,2.02,75.05,550.02,70.02,380.01,10.0,True
9951.0,2.07,74.93,550.01,70.02,379.97,9.96,True
10921.0,1.91,74.96,550.0,70.03,380.09,10.06,True
10660.0,2.03,75.06,550.01,69.9,379.91,10.09,True
9029.0,1.96,75.05,550.04,69.95,379.94,10.01,True
10568.0,1.92,74.99,549.92,69.92,379.94,10.09,True
10253.0,2.01,74.98,549.99,70.03,380.05,10.01,True
10265.0,1.91,75.01,550.05,70.0,380.03,9.98,True
10015.0,2.08,75.06,550.09,70.03,379.92,10.05,True
9716.0,2.08,75.07,549.91,69.98,380.01,9.99,True
10648.0,2.07,74.92,549.93,69.99,380.04,9.92,True
9308.0,2.0,74.99,549.94,70.07,379.98,10.05,True
5559.0,1.18,74.86999999999999,549.9599999999999,69.92999999999999,379.94,9.91,False
1791.0,1.35,75.0,549.9799999999999,70.03,379.84000000000003,10.0,False
10943.0,2.08,75.03,549.92,70.04,379.98,9.98,True
10237.0,1.9,74.9,549.95,69.98,380.06,9.95,True
10478.0,2.04,74.93,550.09,69.93,380.0,9.92,True
9089.0,1.96,75.02,549.91,70.05,380.06,10.07,True
10028.0,1.94,75.06,549.92,69.93,379.97,9.94,True
10395.0,2.0,74.92,550.01,70.08,379.98,10.07,True
9535.0,2.0,75.07,550.07,70.05,380.06,9.92,True
9129.0,1.99,74.97,549.92,69.94,379.99,10.07,True
10617.0,1.97,75.01,549.95,70.03,379.9,9.97,True
9898.0,2.07,75.02,550.06,69.92,379.96,9.98,True
10975.0,2.01,74.97,550.05,69.9,380.07,10.03,True
10050.0,2.09,74.95,550.06,70.04,379.9,10.08,True
10862.0,1.99,75.07,549.94,70.05,379.92,10.04,True
9836.0,2.05,75.01,549.93,70.05,379.99,10.09,True
20272.0,2.4799999999999995,75.08,549.99,69.97999999999999,380.09999999999997,10.03,False
15266.0,2.88,75.03,550.13,70.03,380.04999999999995,10.110000000000001,False
10598.0,1.95,74.95,550.01,70.08,380.04,10.01,True
10181.0,1.93,74.91,550.01,70.03,379.91,9.97,True
9965.0,2.08,75.05,549.93,69.93,379.9,9.93,True
9877.0,2.09,75.03,549.97,70.08,380.03,10.07,True
14383.0,2.88,75.06,550.09,70.02000000000001,380.15999999999997,10.15,False
9849.0,2.06,74.99,549.92,70.04,380.02,9.98,True
10763.0,1.94,75.09,549.94,69.96,379.9,10.09,True
10273.0,1.95,75.09,549.93,69.9,380.08,9.97,True
10445.0,1.93,75.02,550.01,70.02,379.91,10.02,True
10754.0,2.07,75.03,549.98,69.93,379.91,10.05,True
9806.0,1.98,75.02,550.08,69.99,379.99,10.06,True
9938.0,1.98,74.97,550.09,70.04,380.0,9.91,True
10802.0,2.08,75.07,549.92,69.95,379.91,9.94,True
10010.0,2.07,75.01,549.99,70.01,380.08,9.93,True
9356.0,1.95,74.9,549.9,70.07,379.92,9.93,True
9127.0,2.05,75.01,550.0,69.95,379.91,10.01,True
10412.0,1.99,74.9,550.06,69.91,380.04,9.93,True
9552.0,2.06,74.92,550.01,69.95,380.0,10.01,True
10831.0,1.98,75.04,549.99,69.96,379.91,10.01,True
17697.0,2.9,75.16,550.08,70.14999999999999,380.05,10.0,False
9196.0,2.03,74.99,550.05,70.06,379.98,9.91,True
7569.0,1.3199999999999998,74.97999999999999,549.99,69.86,379.90000000000003,9.96,False
9355.0,1.95,75.05,549.97,69.95,380.03,9.96,True
1933.0,1.4100000000000001,74.89,549.89,69.84,379.97,9.959999999999999,False
9983.0,2.09,75.08,549.91,70.07,379.96,9.99,True
9277.0,1.96,74.92,550.01,69.94,380.06,9.97,True
10251.0,1.94,75.06,549.96,70.0,379.92,10.07,True
9050.0,1.99,74.91,550.05,69.99,379.9,10.0,True
9566.0,2.02,74.97,549.91,69.95,379.99,9.99,True
9694.0,1.93,74.91,550.0,70.06,379.9,9.9,True
9526.0,1.97,74.97,550.01,70.09,379.99,9.98,True
951.0,1.58,74.92999999999999,549.85,70.03,379.94,9.9,False
10689.0,2.02,75.07,549.94,69.94,380.02,10.05,True
9325.0,1.91,74.93,550.07,70.07,380.02,10.02,True
10892.0,2.04,74.93,550.09,69.9,379.96,10.07,True
10345.0,1.91,75.01,550.09,69.96,379.9,10.03,True
9585.0,2.02,75.0,550.07,69.96,380.07,9.98,True
9871.0,2.04,74.97,550.01,69.93,380.04,9.92,True
4501.0,1.42,74.99,549.9000000000001,69.98,379.85,9.83,False
10127.0,2.0,75.07,549.94,69.9,379.98,10.04,True
10852.0,1.97,74.99,550.0,70.08,380.07,9.98,True
10256.0,2.03,74.93,550.09,69.94,379.94,9.9,True
10541.0,2.48,75.03999999999999,550.06,69.98,380.07,10.11,False
10532.0,2.09,74.93,550.01,69.95,379.91,9.98,True
9734.0,1.95,74.94,549.91,69.94,380.05,10.09,True
9524.0,1.91,74.92,549.97,69.97,379.99,9.98,True
10613.0,1.92,75.0,549.9,69.91,380.04,10.01,True
9610.0,2.09,74.92,550.03,69.95,380.09,10.09,True
10721.0,2.09,74.98,550.02,70.07,380.02,10.06,True
10917.0,1.95,75.06,550.0,70.01,379.97,9.94,True
10950.0,1.97,75.04,550.01,70.03,380.03,10.04,True
9522.0,2.02,75.07,550.06,70.03,379.98,10.08,True
10028.0,2.09,75.05,549.92,70.06,380.09,10.04,True
10574.0,2.03,74.92,550.09,69.9,380.01,10.03,True
9544.0,2.0,74.95,550.04,70.02,379.91,9.95,True
10968.0,2.01,75.01,550.03,69.94,380.08,10.05,True
10160.0,2.05,75.04,550.01,70.09,379.94,9.97,True
9099.0,2.0,74.99,550.02,69.93,379.9,10.03,True
9500.0,2.09,75.05,549.95,69.99,380.08,10.04,True
10589.0,1.95,75.03,550.0,69.94,379.94,9.93,True
9049.0,2.02,75.06,550.02,69.97,380.06,9.98,True
10923.0,2.01,74.93,550.09,70.08,379.95,10.0,True
10391.0,1.93,74.98,549.92,70.04,380.0,9.95,True
9682.0,2.03,75.01,550.05,69.9,380.01,10.02,True
10347.0,1.98,74.92,549.96,69.95,379.91,10.09,True
10815.0,1.95,75.08,549.96,69.92,380.09,10.09,True
9724.0,1.97,75.09,550.03,69.97,379.95,10.03,True
10714.0,1.99,75.04,550.07,69.91,380.0,9.99,True
10309.0,1.95,75.09,550.05,69.98,379.95,10.08,True
10577.0,1.98,74.97,549.9,69.94,379.92,10.07,True
10272.0,2.07,75.08,549.99,69.9,379.94,10.05,True
9900.0,2.03,75.08,549.93,70.07,380.06,10.01,True
8158.0,1.5,74.89999999999999,550.0300000000001,69.98,379.93,9.83,False
9347.0,1.97,75.09,550.09,69.93,380.02,10.0,True
9074.0,2.01,75.07,549.97,69.99,379.96,10.04,True
10681.0,2.09,75.06,550.08,70.06,379.97,10.04,True
9185.0,2.05,75.05,550.05,70.03,379.91,9.93,True
10189.0,1.94,74.91,550.09,70.0,379.92,9.92,True
10328.0,2.0,75.01,549.94,70.09,380.08,9.97,True
10419.0,1.94,75.08,550.06,69.99,380.05,10.01,True
9308.0,2.04,75.08,550.08,69.99,380.02,9.97,True
10165.0,1.95,75.02,549.9,69.9,380.07,10.02,True
10368.0,1.99,75.01,550.08,70.04,380.07,10.07,True
10414.0,2.03,74.9,549.94,69.97,379.9,10.05,True
10467.0,1.96,74.9,549.99,69.95,379.93,10.01,True
9904.0,1.98,75.06,549.97,70.06,380.09,9.94,True
10141.0,2.09,75.0,550.06,70.07,379.99,10.08,True
17839.0,2.84,74.97999999999999,550.14,70.1,380.02,10.09,False
9567.0,1.94,74.96,549.91,70.06,380.01,10.01,True
9835.0,2.05,75.03,549.99,69.98,380.09,9.96,True
9282.0,1.98,75.06,549.99,70.02,379.98,10.03,True
10998.0,2.08,75.02,549.98,70.03,379.95,10.04,True
10212.0,2.03,74.95,550.06,69.95,380.06,9.98,True
10758.0,1.91,74.97,549.98,69.9,380.04,9.92,True
10796.0,1.92,75.04,549.93,69.92,380.04,9.92,True
9748.0,2.03,75.03,549.95,69.9,379.98,9.99,True
10011.0,2.03,75.08,550.04,70.01,379.99,9.96,True
10111.0,2.07,75.0,549.94,70.09,379.9,9.99,True
10578.0,2.04,75.03,550.05,69.96,379.99,10.01,True
9198.0,2.05,75.06,550.09,70.01,379.91,10.04,True
9192.0,2.09,75.09,550.07,69.99,379.97,10.03,True
9251.0,1.9,75.09,549.97,70.03,379.93,10.01,True
9180.0,2.09,74.92,550.06,69.96,380.01,9.99,True
13285.0,2.7800000000000002,75.02000000000001,549.9499999999999,70.03999999999999,380.07,10.16,False
10218.0,2.04,74.95,550.07,69.92,379.95,9.94,True
4862.0,1.3699999999999999,74.95,549.9499999999999,69.97,379.90000000000003,9.96,False
9631.0,2.06,75.06,550.0,70.06,379.93,10.02,True
9801.0,2.09,74.94,549.93,69.96,380.05,9.9,True
10121.0,2.02,75.02,550.06,70.01,380.07,9.92,True
10452.0,1.91,75.02,550.04,70.02,380.06,10.09,True
10689.0,2.0,75.08,549.99,70.02,380.04,9.91,True
10467.0,1.9,75.08,550.01,69.91,379.9,9.9,True
9479.0,2.03,74.98,550.01,70.08,379.9,9.92,True
10029.0,1.97,75.07,549.98,70.05,379.95,10.02,True
7988.0,1.48,74.85000000000001,549.9399999999999,69.91000000000001,379.88,9.94,False
9131.0,2.09,75.01,549.92,69.93,379.92,10.06,True
10946.0,1.97,74.94,549.99,69.98,379.95,9.9,True
10078.0,2.09,74.98,549.99,69.9,379.9,10.01,True
10904.0,1.92,75.09,549.93,70.04,380.08,9.91,True
10187.0,2.02,75.07,549.98,69.9,379.92,9.98,True
9595.0,1.93,75.04,549.96,70.01,380.0,10.04,True
10827.0,1.98,75.02,549.97,70.0,379.99,9.99,True
9423.0,2.02,74.9,549.91,69.93,379.94,9.92,True
10786.0,1.93,75.05,550.05,70.05,380.0,10.0,True
9893.0,2.0,74.99,549.97,69.9,380.05,9.96,True
9317.0,2.05,74.97,549.96,69.93,379.9,10.01,True
9194.0,1.92,74.91,550.03,69.94,380.04,10.09,True
10169.0,2.09,75.03,550.07,69.93,380.06,9.91,True
10898.0,1.92,75.09,549.97,69.97,380.09,10.04,True
9112.0,1.91,75.01,550.07,70.06,380.01,10.0,True
10107.0,1.99,74.96,550.04,69.91,380.02,10.05,True
9092.0,2.05,74.97,549.93,70.07,380.09,9.92,True
10792.0,2.04,75.09,550.07,69.93,379.91,9.98,True
9878.0,2.0,75.02,550.04,69.95,379.96,9.96,True
10543.0,1.91,74.91,550.04,70.08,380.05,10.04,True
10927.0,2.03,74.97,550.07,70.08,380.0,9.9,True
9785.0,1.91,74.96,549.91,69.95,379.93,10.0,True
9742.0,1.96,74.94,550.03,70.08,379.98,10.09,True
2513.0,0.9299999999999999,74.89,549.93,69.95,379.87,9.89,False
9493.0,2.03,75.05,550.07,70.06,379.92,9.98,True
9198.0,1.95,75.01,550.09,69.98,379.98,9.91,True
9144.0,1.97,74.97,549.94,69.9,380.06,10.03,True
10201.0,2.08,75.05,549.91,70.09,379.94,10.08,True
14443.0,2.7199999999999998,75.18,550.07,70.11,380.09999999999997,10.1,False
9522.0,1.9,75.01,549.97,69.9,380.07,9.93,True
10991.0,1.92,75.02,550.06,69.96,379.99,9.91,True
9661.0,1.95,75.05,549.92,70.01,380.05,9.96,True
10397.0,2.01,74.92,549.94,69.96,380.01,9.95,True
10557.0,2.04,75.05,550.01,70.02,380.0,9.9,True
10779.0,1.93,75.09,549.92,70.09,380.08,10.0,True
9446.0,2.08,75.08,549.93,69.97,379.97,10.09,True
9629.0,1.92,75.05,549.91,70.05,380.0,9.97,True
10418.0,2.03,74.98,549.94,69.91,380.09,10.06,True
10380.0,2.04,74.95,550.07,70.09,379.99,10.07,True
9152.0,2.02,75.02,549.9,69.99,379.9,10.09,True
11872.0,2.04,75.02000000000001,550.12,70.00999999999999,380.05,10.07,False
9790.0,2.06,74.98,550.01,70.06,379.96,10.0,True
9356.0,1.97,74.97,550.05,69.94,379.98,10.09,True
9808.0,2.04,75.08,550.06,70.04,380.03,9.99,True
9857.0,1.98,74.97,550.07,70.01,379.9,9.91,True
2772.0,1.2000000000000002,74.96000000000001,549.8199999999999,69.95,379.87,9.88,False
9245.0,2.06,74.93,550.03,70.0,380.09,9.97,True
10152.0,1.96,74.95,549.95,70.0,380.08,10.05,True
10162.0,2.04,75.03,550.06,69.98,379.99,10.09,True
6614.0,1.08,74.94,549.93,69.99,379.99,9.860000000000001,False
10468.0,2.07,75.09,549.97,69.93,379.93,9.96,True
9264.0,1.91,75.01,549.92,70.0,380.08,9.97,True
9897.0,2.07,75.02,549.99,69.92,379.98,10.05,True
10257.0,1.91,75.04,550.07,69.9,379.92,9.9,True
9381.0,1.95,74.92,549.98,69.91,380.06,10.02,True
10841.0,1.95,75.0,549.91,70.07,379.96,10.04,True
10302.0,2.05,75.02,549.98,70.02,380.03,10.0,True
10378.0,1.94,75.0,549.98,69.92,380.06,10.04,True
10072.0,2.0,75.0,549.91,69.92,379.96,9.92,True
9169.0,2.03,75.01,549.97,69.91,380.09,9.95,True
10988.0,1.93,75.05,549.99,70.07,380.03,9.98,True
9656.0,2.0,75.04,549.99,69.9,379.97,9.93,True
9227.0,1.93,75.09,550.05,70.01,379.95,10.08,True
10192.0,2.0,74.91,549.91,70.02,379.97,9.94,True
10563.0,2.04,75.09,549.99,70.02,380.05,9.92,True
653.0,1.48,74.93,550.0300000000001,69.99,379.83000000000004,10.02,False
10652.0,2.06,74.98,550.06,69.98,379.91,9.95,True
9372.0,1.93,75.08,549.97,69.94,380.0,9.97,True
10815.0,1.93,75.05,549.96,70.09,379.94,9.94,True
9639.0,1.95,75.0,550.02,70.06,380.07,9.91,True
10337.0,1.96,75.06,549.92,69.95,380.09,9.93,True
9675.0,2.07,75.03,550.06,69.93,380.08,10.03,True
9227.0,2.08,74.91,549.91,70.07,379.92,9.99,True
10763.0,2.06,74.92,549.92,69.96,380.05,9.96,True
9854.0,1.91,74.93,550.01,69.9,380.03,9.98,True
10942.0,2.03,74.9,550.0,69.95,380.09,9.92,True
9133.0,2.03,75.06,549.94,70.01,379.97,9.9,True
10268.0,1.93,74.95,549.97,69.94,380.07,9.92,True
9633.0,1.98,74.95,550.05,69.9,380.09,10.04,True
10758.0,2.02,75.08,550.03,69.93,379.96,9.93,True
10803.0,1.94,75.06,549.95,70.03,380.06,10.08,True
10277.0,2.08,75.03,550.05,70.05,380.07,9.94,True
9834.0,1.94,74.95,550.04,70.0,379.97,10.07,True
9857.0,2.01,74.99,550.08,69.94,380.09,10.01,True
14761.0,2.26,75.07000000000001,549.98,70.08,379.97,10.01,False
9134.0,2.04,74.92,550.02,70.01,379.92,10.02,True
9740.0,1.96,74.92,549.97,69.98,380.09,10.07,True
10133.0,2.07,75.08,550.09,70.02,379.94,10.02,True
10292.0,2.08,75.06,549.94,69.92,380.03,9.95,True
9934.0,2.0,74.96,549.98,70.03,379.98,9.97,True
10389.0,1.97,74.95,550.07,70.09,379.96,10.02,True
10737.0,2.08,74.93,550.03,69.9,379.94,10.0,True
10069.0,1.9,74.96,550.04,70.08,379.9,10.02,True
9964.0,2.0,75.08,549.92,70.04,379.9,10.0,True
10550.0,1.95,75.06,550.06,70.08,379.9,10.07,True
10586.0,2.02,74.92,549.9,70.06,379.91,9.92,True
7405.0,1.37,74.92,549.84,69.88,380.0,9.82,False
10315.0,1.98,74.93,549.92,70.06,380.04,9.9,True
9652.0,2.01,75.01,549.99,69.95,380.07,9.95,True
9005.0,2.04,74.96,549.93,69.98,380.04,10.02,True
10917.0,1.98,74.94,550.05,69.92,379.94,9.97,True
9217.0,1.92,75.08,549.91,69.98,380.09,10.02,True
10128.0,2.09,75.0,550.0,70.0,380.09,9.97,True
10531.0,1.95,74.9,549.98,70.0,379.91,9.9,True
10434.0,2.0,75.03,550.04,69.92,380.05,10.02,True
9769.0,2.07,74.95,549.97,70.08,380.05,9.92,True
